started_UTC	stage	status	expected	runtime_s	command	log
2026-09-06T04:31:50.567509+00:00	download_tinytex	0	0	17.713	curl -fL --retry 2 https://github.com/rstudio/tinytex-releases/releases/download/v2022.04/TinyTeX-v2022.04.tgz -o /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/TinyTeX-v2022.04.tgz	logs/download_tinytex.log
2026-09-06T04:32:08.281821+00:00	extract_tinytex	1	0	6.435	tar -xzf /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/TinyTeX-v2022.04.tgz -C /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/toolchain	logs/extract_tinytex.log
2026-09-06T04:33:38.013005+00:00	pinned_toolchain	0	0	40.925	bash environment/check_toolchain.sh	logs/pinned_toolchain.log
2026-09-06T04:34:42.739836+00:00	normal_dd_verify_contrast_bounds	0	0	0.396	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_contrast_bounds.py	logs/normal_dd_verify_contrast_bounds.log
2026-09-06T04:34:43.136331+00:00	optimized_dd_verify_contrast_bounds	1	1	0.04	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_contrast_bounds.py	logs/optimized_dd_verify_contrast_bounds.log
2026-09-06T04:34:43.176471+00:00	normal_dd_verify_critical_profile	0	0	0.296	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_critical_profile.py	logs/normal_dd_verify_critical_profile.log
2026-09-06T04:34:43.473088+00:00	optimized_dd_verify_critical_profile	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_critical_profile.py	logs/optimized_dd_verify_critical_profile.log
2026-09-06T04:34:43.514419+00:00	normal_dd_verify_cubic_sign	0	0	0.342	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_cubic_sign.py	logs/normal_dd_verify_cubic_sign.log
2026-09-06T04:34:43.856494+00:00	optimized_dd_verify_cubic_sign	1	1	0.038	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_cubic_sign.py	logs/optimized_dd_verify_cubic_sign.log
2026-09-06T04:34:43.895192+00:00	normal_dd_verify_diffusion_criterion	0	0	1.112	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_diffusion_criterion.py	logs/normal_dd_verify_diffusion_criterion.log
2026-09-06T04:34:45.007968+00:00	optimized_dd_verify_diffusion_criterion	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_diffusion_criterion.py	logs/optimized_dd_verify_diffusion_criterion.log
2026-09-06T04:34:45.050893+00:00	normal_dd_verify_harmonic_corrections	0	0	0.296	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_harmonic_corrections.py	logs/normal_dd_verify_harmonic_corrections.log
2026-09-06T04:34:45.347724+00:00	optimized_dd_verify_harmonic_corrections	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_harmonic_corrections.py	logs/optimized_dd_verify_harmonic_corrections.log
2026-09-06T04:34:45.389300+00:00	normal_dd_verify_mode_isolation	0	0	3.312	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_mode_isolation.py	logs/normal_dd_verify_mode_isolation.log
2026-09-06T04:34:48.701534+00:00	optimized_dd_verify_mode_isolation	1	1	0.038	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_mode_isolation.py	logs/optimized_dd_verify_mode_isolation.log
2026-09-06T04:34:48.739784+00:00	normal_dd_verify_order_m_minors	0	0	0.338	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_order_m_minors.py	logs/normal_dd_verify_order_m_minors.log
2026-09-06T04:34:49.078461+00:00	optimized_dd_verify_order_m_minors	1	1	0.038	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_order_m_minors.py	logs/optimized_dd_verify_order_m_minors.log
2026-09-06T04:34:49.117306+00:00	normal_dd_verify_stable_contrast	0	0	0.294	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_stable_contrast.py	logs/normal_dd_verify_stable_contrast.log
2026-09-06T04:34:49.411321+00:00	optimized_dd_verify_stable_contrast	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/dd_verify_stable_contrast.py	logs/optimized_dd_verify_stable_contrast.log
2026-09-06T04:34:49.452838+00:00	normal_frontier_verify_cubic_bound	0	0	0.351	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_cubic_bound.py	logs/normal_frontier_verify_cubic_bound.log
2026-09-06T04:34:49.804195+00:00	optimized_frontier_verify_cubic_bound	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_cubic_bound.py	logs/optimized_frontier_verify_cubic_bound.log
2026-09-06T04:34:49.845167+00:00	normal_frontier_verify_determinant_identity	0	0	5.246	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_determinant_identity.py	logs/normal_frontier_verify_determinant_identity.log
2026-09-06T04:34:55.092455+00:00	optimized_frontier_verify_determinant_identity	1	1	0.076	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_determinant_identity.py	logs/optimized_frontier_verify_determinant_identity.log
2026-09-06T04:34:55.168727+00:00	normal_frontier_verify_exposition_identities	0	0	1.763	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_exposition_identities.py	logs/normal_frontier_verify_exposition_identities.log
2026-09-06T04:34:56.931733+00:00	optimized_frontier_verify_exposition_identities	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_exposition_identities.py	logs/optimized_frontier_verify_exposition_identities.log
2026-09-06T04:34:56.972906+00:00	normal_frontier_verify_family	0	0	0.408	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_family.py	logs/normal_frontier_verify_family.log
2026-09-06T04:34:57.381151+00:00	optimized_frontier_verify_family	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_family.py	logs/optimized_frontier_verify_family.log
2026-09-06T04:34:57.422494+00:00	normal_frontier_verify_master_certificate	0	0	0.293	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_master_certificate.py	logs/normal_frontier_verify_master_certificate.log
2026-09-06T04:34:57.715489+00:00	optimized_frontier_verify_master_certificate	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_master_certificate.py	logs/optimized_frontier_verify_master_certificate.log
2026-09-06T04:34:57.756575+00:00	normal_frontier_verify_mode_certificates	0	0	2.077	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_mode_certificates.py	logs/normal_frontier_verify_mode_certificates.log
2026-09-06T04:34:59.834487+00:00	optimized_frontier_verify_mode_certificates	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_mode_certificates.py	logs/optimized_frontier_verify_mode_certificates.log
2026-09-06T04:34:59.875838+00:00	normal_frontier_verify_near_threshold	0	0	0.671	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_near_threshold.py	logs/normal_frontier_verify_near_threshold.log
2026-09-06T04:35:00.547791+00:00	optimized_frontier_verify_near_threshold	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_near_threshold.py	logs/optimized_frontier_verify_near_threshold.log
2026-09-06T04:35:00.589277+00:00	normal_frontier_verify_normal_form	0	0	1.653	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_normal_form.py	logs/normal_frontier_verify_normal_form.log
2026-09-06T04:35:02.242883+00:00	optimized_frontier_verify_normal_form	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_normal_form.py	logs/optimized_frontier_verify_normal_form.log
2026-09-06T04:35:02.284278+00:00	normal_frontier_verify_pareto	0	0	0.403	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_pareto.py	logs/normal_frontier_verify_pareto.log
2026-09-06T04:35:02.687854+00:00	optimized_frontier_verify_pareto	1	1	0.038	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_pareto.py	logs/optimized_frontier_verify_pareto.log
2026-09-06T04:35:02.726260+00:00	normal_frontier_verify_pareto_curve	0	0	3.591	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_pareto_curve.py	logs/normal_frontier_verify_pareto_curve.log
2026-09-06T04:35:06.317974+00:00	optimized_frontier_verify_pareto_curve	1	1	0.038	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/frontier_verify_pareto_curve.py	logs/optimized_frontier_verify_pareto_curve.log
2026-09-06T04:35:06.356163+00:00	normal_verify_all_spectrum	0	0	1.374	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_all_spectrum.py	logs/normal_verify_all_spectrum.log
2026-09-06T04:35:07.730987+00:00	optimized_verify_all_spectrum	1	1	0.039	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_all_spectrum.py	logs/optimized_verify_all_spectrum.log
2026-09-06T04:35:07.770724+00:00	normal_verify_branch_stability	0	0	0.453	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_branch_stability.py	logs/normal_verify_branch_stability.log
2026-09-06T04:35:07.934526+00:00	base_host_portable_preflight	2	2	0.011	bash replay.sh	logs/base_host_portable_preflight.log
2026-09-06T04:35:07.945833+00:00	base_host_top_preflight	2	2	0.021	bash release/one_command_replay.sh	logs/base_host_top_preflight.log
2026-09-06T04:35:07.966834+00:00	tests_without_tex	0	0	9.745	python -m pytest -q computation/tests	logs/tests_without_tex.log
2026-09-06T04:35:08.224617+00:00	optimized_verify_branch_stability	1	1	0.039	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_branch_stability.py	logs/optimized_verify_branch_stability.log
2026-09-06T04:35:08.264523+00:00	normal_verify_contrast_bounds	0	0	0.242	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_contrast_bounds.py	logs/normal_verify_contrast_bounds.log
2026-09-06T04:35:08.506770+00:00	optimized_verify_contrast_bounds	1	1	0.038	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_contrast_bounds.py	logs/optimized_verify_contrast_bounds.log
2026-09-06T04:35:08.544887+00:00	normal_verify_critical_profile	0	0	0.293	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_critical_profile.py	logs/normal_verify_critical_profile.log
2026-09-06T04:35:08.838097+00:00	optimized_verify_critical_profile	1	1	0.04	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_critical_profile.py	logs/optimized_verify_critical_profile.log
2026-09-06T04:35:08.878606+00:00	normal_verify_cubic_sign	0	0	0.4	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_cubic_sign.py	logs/normal_verify_cubic_sign.log
2026-09-06T04:35:09.278959+00:00	optimized_verify_cubic_sign	1	1	0.039	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_cubic_sign.py	logs/optimized_verify_cubic_sign.log
2026-09-06T04:35:09.318877+00:00	normal_verify_current_numerical_provenance	0	0	0.402	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_current_numerical_provenance.py	logs/normal_verify_current_numerical_provenance.log
2026-09-06T04:35:09.720808+00:00	optimized_verify_current_numerical_provenance	1	1	0.04	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_current_numerical_provenance.py	logs/optimized_verify_current_numerical_provenance.log
2026-09-06T04:35:09.761580+00:00	normal_verify_diffusion_criterion	0	0	1.202	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_diffusion_criterion.py	logs/normal_verify_diffusion_criterion.log
2026-09-06T04:35:10.963691+00:00	optimized_verify_diffusion_criterion	1	1	0.038	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_diffusion_criterion.py	logs/optimized_verify_diffusion_criterion.log
2026-09-06T04:35:11.001830+00:00	normal_verify_exchange_of_stability	0	0	0.349	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_exchange_of_stability.py	logs/normal_verify_exchange_of_stability.log
2026-09-06T04:35:11.350881+00:00	optimized_verify_exchange_of_stability	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_exchange_of_stability.py	logs/optimized_verify_exchange_of_stability.log
2026-09-06T04:35:11.392105+00:00	normal_verify_family	0	0	0.729	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_family.py	logs/normal_verify_family.log
2026-09-06T04:35:12.121585+00:00	optimized_verify_family	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_family.py	logs/optimized_verify_family.log
2026-09-06T04:35:12.162722+00:00	normal_verify_generic_cubic_recurrence	0	0	0.839	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_generic_cubic_recurrence.py	logs/normal_verify_generic_cubic_recurrence.log
2026-09-06T04:35:13.002238+00:00	optimized_verify_generic_cubic_recurrence	1	1	0.04	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_generic_cubic_recurrence.py	logs/optimized_verify_generic_cubic_recurrence.log
2026-09-06T04:35:13.042226+00:00	normal_verify_harmonic_corrections	0	0	0.288	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_harmonic_corrections.py	logs/normal_verify_harmonic_corrections.log
2026-09-06T04:35:13.330911+00:00	optimized_verify_harmonic_corrections	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_harmonic_corrections.py	logs/optimized_verify_harmonic_corrections.log
2026-09-06T04:35:13.372191+00:00	normal_verify_improved_profile	0	0	4.434	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_improved_profile.py	logs/normal_verify_improved_profile.log
2026-09-06T04:35:17.712199+00:00	minimal_replay	0	0	45.326	bash replay.sh	logs/minimal_replay.log
2026-09-06T04:35:17.806691+00:00	optimized_verify_improved_profile	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_improved_profile.py	logs/optimized_verify_improved_profile.log
2026-09-06T04:35:17.848115+00:00	normal_verify_mode_certificates	0	0	5.611	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_mode_certificates.py	logs/normal_verify_mode_certificates.log
2026-09-06T04:35:23.460087+00:00	optimized_verify_mode_certificates	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_mode_certificates.py	logs/optimized_verify_mode_certificates.log
2026-09-06T04:35:23.501259+00:00	normal_verify_mode_isolation	0	0	3.35	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_mode_isolation.py	logs/normal_verify_mode_isolation.log
2026-09-06T04:35:26.851239+00:00	optimized_verify_mode_isolation	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_mode_isolation.py	logs/optimized_verify_mode_isolation.log
2026-09-06T04:35:26.892940+00:00	normal_verify_network_one_bad_minor	0	0	1.193	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_network_one_bad_minor.py	logs/normal_verify_network_one_bad_minor.log
2026-09-06T04:35:28.086040+00:00	optimized_verify_network_one_bad_minor	1	1	0.041	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_network_one_bad_minor.py	logs/optimized_verify_network_one_bad_minor.log
2026-09-06T04:35:28.127202+00:00	normal_verify_order_m_minors	0	0	0.289	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_order_m_minors.py	logs/normal_verify_order_m_minors.log
2026-09-06T04:35:28.416658+00:00	optimized_verify_order_m_minors	1	1	0.039	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_order_m_minors.py	logs/optimized_verify_order_m_minors.log
2026-09-06T04:35:28.456455+00:00	normal_verify_pareto_family	0	0	10.407	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_pareto_family.py	logs/normal_verify_pareto_family.log
2026-09-06T04:35:38.863723+00:00	optimized_verify_pareto_family	1	1	0.042	python -O /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_pareto_family.py	logs/optimized_verify_pareto_family.log
2026-09-06T04:35:38.906285+00:00	normal_verify_principal_minor_diffusion_ray	0	0	9.993	python /Users/alec/Documents/Math/maximally_collective_stable_turing_patterns_binary_complex_mass_action_networks/independent_full_referee_2026-09-05/software/scratch/full/independent_verifier/verify_principal_minor_diffusion_ray.py	logs/normal_verify_principal_minor_diffusion_ray.log
2026-09-06T04:35:44.401650+00:00	remote_release_tag	0	0	0.402	git ls-remote --tags https://github.com/AlecKriebel/Math.git refs/tags/maximally-collective-stable-turing-v1.0.9	logs/remote_release_tag.log
