source_index	target_index	relation
1448	2078	equal
1449	2079	equal
1450	2080	equal
1451	2081	equal
1452	2082	equal
1453	2083	equal
1454	2084	equal
1455	2085	equal
1456	2086	equal
1457	2087	equal
1458	2088	equal
1459	2089	equal
1460	2090	equal
1461	2091	equal
1462	2092	equal
1463	2093	equal
1464	2094	equal
1465	2095	equal
1466	2096	equal
1467	2097	equal
1468	2098	equal
1469	2099	equal
1470	2100	equal
1471	2101	equal
1472	2102	equal
1473	2103	equal
1474	2104	equal
1475	2105	equal
1476	2106	equal
1477	2107	equal
1478	2108	equal
1479	2109	equal
1480	2110	equal
1481	2111	equal
1482	2112	equal
1483	2113	equal
1484	2114	equal
1485	2115	equal
1486	2116	equal
1487	2117	equal
1488	2118	equal
1489	2119	equal
1490	2120	equal
1491	2121	equal
1492	2122	equal
1493	2123	equal
1494	2124	equal
1495	2125	equal
1496	2126	equal
1497	2127	equal
1498	2128	equal
1499	2129	equal
1500	2130	equal
1501	2131	equal
1502	2132	equal
1503	2133	equal
1504	2134	equal
1505	2135	equal
1506	2136	equal
1507	2137	equal
1508	2138	equal
1509	2139	equal
1510	2140	equal
1511	2141	equal
1512	2142	equal
1513	2143	equal
1514	2144	equal
1515	2145	equal
1516	2146	equal
1517	2147	equal
1518	2148	equal
1519	2149	equal
1520	2150	equal
1521	2151	equal
1522	2152	equal
1523	2153	equal
1524	2154	equal
1525	2155	equal
1526	2156	equal
1527	2157	equal
1528	2158	equal
1529	2159	equal
1530	2160	equal
1531	2161	equal
1532	2162	equal
1533	2163	equal
1534	2164	equal
1535	2165	equal
1536	2166	equal
1537	2167	equal
1538	2168	equal
1539	2169	equal
1540	2170	equal
1541	2171	equal
1542	2172	equal
1543	2173	equal
1544	2174	equal
1545	2175	equal
1546	2176	equal
1547	2177	equal
1548	2178	equal
1549	2179	equal
1550	2180	equal
1551	2181	equal
1552	2182	equal
1553	2183	equal
1554	2184	equal
1555	2185	equal
1556	2186	equal
1557	2187	equal
1558	2188	equal
1559	2189	equal
1560	2190	equal
1561	2191	equal
1562	2192	equal
1563	2193	equal
1564	2194	equal
1565	2195	equal
1566	2196	equal
1567	2197	equal
1568	2198	equal
1569	2199	equal
1570	2200	equal
1571	2201	equal
1572	2202	equal
1573	2203	equal
1574	2204	equal
1575	2205	equal
1576	2206	equal
1577	2207	equal
1578	2208	equal
1579	2209	equal
1580	2210	equal
1581	2211	equal
1582	2212	equal
1583	2213	equal
1584	2214	equal
1585	2215	equal
1586	2216	equal
1587	2217	equal
1588	2218	equal
1589	2219	equal
1590	2220	equal
1591	2221	equal
1592	2222	equal
1593	2223	equal
1594	2224	equal
1595	2225	equal
1596	2226	equal
1597	2227	equal
1598	2228	equal
1599	2229	equal
1600	2230	equal
1601	2231	equal
1602	2232	equal
1603	2233	equal
1604	2234	equal
1605	2235	equal
1606	2236	equal
1607	2237	equal
1608	2238	equal
1609	2239	equal
1610	2240	equal
1611	2241	equal
1612	2242	equal
1613	2243	equal
1614	2244	equal
1615	2245	equal
1616	2246	equal
1617	2247	equal
1618	2248	equal
1619	2249	equal
1620	2250	equal
1621	2251	equal
1622	2252	equal
1623	2253	equal
1624	2254	equal
1625	2255	equal
1626	2256	equal
1627	2257	equal
1628	2258	equal
1629	2259	equal
1630	2260	equal
1631	2261	equal
1632	2262	equal
1633	2263	equal
1634	2264	equal
1635	2265	equal
1636	2266	equal
1637	2267	equal
1638	2268	equal
1639	2269	equal
1640	2270	equal
1641	2271	equal
1642	2272	equal
1643	2273	equal
1644	2274	equal
1645	2275	equal
1646	2276	equal
1647	2277	equal
1648	2278	equal
1649	2279	equal
1650	2280	equal
1651	2281	equal
1652	2282	equal
1653	2283	equal
1654	2284	equal
1655	2285	equal
1656	2286	equal
1657	2287	equal
1658	2288	equal
1659	2289	equal
1660	2290	equal
1661	2291	equal
1662	2292	equal
1663	2293	equal
1664	2294	equal
1665	2295	equal
1666	2296	equal
1667	2297	equal
1668	2298	equal
1669	2299	equal
1670	2300	equal
1671	2301	equal
1672	2302	equal
1673	2303	equal
1674	2304	equal
1675	2305	equal
1676	2306	equal
1677	2307	equal
1678	2308	equal
1679	2309	equal
1680	2310	equal
1681	2311	equal
1682	2312	equal
1683	2313	equal
1684	2314	equal
1685	2315	equal
1686	2316	equal
1687	2317	equal
1688	2318	equal
1689	2319	equal
1690	2320	equal
1691	2321	equal
1692	2322	equal
1693	2323	equal
1694	2324	equal
1695	2325	equal
1696	2326	equal
1697	2327	equal
1698	2328	equal
1699	2329	equal
1700	2330	equal
1701	2331	equal
1702	2332	equal
1703	2333	equal
1704	2334	equal
1705	2335	equal
1706	2336	equal
1707	2337	equal
1708	2338	equal
1709	2339	equal
1710	2340	equal
1711	2341	equal
1712	2342	equal
1713	2343	equal
1714	2344	equal
1715	2345	equal
1716	2346	equal
1717	2347	equal
1718	2348	equal
1719	2349	equal
1720	2350	equal
1721	2351	equal
1722	2352	equal
1723	2353	equal
1724	2354	equal
1725	2355	equal
