index,ordinal,record_id,year,doi,arxiv,title,oa_url,screening
s2_kurose,68,a8e6a14310b32f6ca3b241591a928b3ca74491c7,2000,10.32917/HMJ/1206124606,,Foliations and divergences of flat statistical manifolds,https://projecteuclid.org/journals/hiroshima-mathematical-journal/volume-30/issue-3/Foliations-and-divergences-of-flat-statistical-manifolds/10.32917/hmj/1206124606.pdf,title screened
s2_kurose,69,5a8b6d529746a094ff9202c09d75057a61846fc9,2000,10.18910/12027,,1-conformally flat statistical submanifolds,,title screened
s2_kurose,70,359a742cd122b5e7fe2e9025d257394734e6aaae,1998,10.14492/HOKMJ/1351001292,,On realization of conformally-projectively flat statistical manifolds and the divergences,https://projecteuclid.org/journals/hokkaido-mathematical-journal/volume-27/issue-2/On-realization-of-conformally-projectively-flat-statistical-manifolds-and-the/10.14492/hokmj/1351001292.pdf,title screened
s2_kurose,71,e6b2cb0b2d025f35f40790716293ce1efe30c956,2021,10.1016/bs.host.2021.06.001,,Pythagoras theorem in information geometry and applications to generalized linear models,,title screened
s2_kurose,72,37195ce356551a38044c63f688368d99bd3208cb,2019,10.5507/PRF.19.24455358,,Differential Geometry of Special Mappings,,title screened
s2_kurose,73,0a5db44217ec4f08706c948e18749578cfbd82a6,2019,,,"Home Statistical Manifolds Admitting Torsion , Pre-contrast Functions and Estimating Functions 07 / 11 / 2017",,title screened
s2_kurose,74,5d1bd7fd125f175ce303e0835f9a039dd10d53fe,2018,,,D G ] 7 M ar 2 01 8 Affine Immersions and Statistical Manifolds,,title screened
s2_kurose,75,b3730db5137130f959322c27658bd2373158b29c,2017,,,Construction of a pre-contrast function on a deformed exponential family,,title screened
s2_kurose,76,2f81b9cfe629b3a2288f7e0a1c0e01cce2b91f40,2015,,,Dualistic structures on generalized warped products,,title screened
s2_kurose,77,c7ec519921b85bd8c8f2ac84522fdfd6c8afde0b,2014,10.1007/978-3-319-05317-2_3,,Hessian Structures and Divergence Functions on Deformed Exponential Families,,title screened
s2_kurose,78,fe5b50134c8991c473e195fe134774d9b0a81fa2,2014,,,Harmonic Maps Relative to α-Connections,,title screened
s2_kurose,79,339142070cbc0435ae2ac599f1bc518e61aa8464,2014,10.1007/978-3-319-05317-2_2,,Geometry on Positive Definite Matrices Deformed by V-Potentials and Its Submanifold Structure,,title screened
s2_kurose,80,a5f7a85c57e2f43f359042243d5a0e3fc0c8ca51,2014,10.1007/978-3-319-05317-2_4,,Harmonic Maps Relative to $$\alpha $$-Connections,,title screened
s2_kurose,81,7c997ec829245ce55fca589ef3fbdc2ee4bf3060,2010,10.2969/ASPM/05710303,,Statistical manifolds and affine differential geometry,,title screened
s2_kurose,82,5a24df54e3cd0262b394b937852cce3e7ed851bf,2010,10.1088/1742-6596/201/1/012012,,A dually flat structure on the space of escort distributions,https://iopscience.iop.org/article/10.1088/1742-6596/201/1/012012/pdf,title screened
s2_kurose,83,76024243e9cb05d16783d9afd3a700abd609a995,2009,10.1007/978-0-387-75714-8_13,,Dualistic Riemannian Manifold Structure Induced from Convex Functions,,title screened
s2_kurose,84,e18137c5f1addd0bf6d4ebb68a5b7a15de62bf72,2008,10.1007/978-3-540-69393-2,,Information Geometry: Near Randomness and Near Independence,,title screened
s2_kurose,85,55d3851401476f3a1a07ed619d2cca536e27ee4f,2005,,,Topics in Information Geometry,,title screened
s2_kurose,86,b3ac9c2cffeddc6e44ca875ccf8547633bead0f4,2004,10.1162/08997660460734047,,"Divergence Function, Duality, and Convex Analysis",,title screened
s2_kurose,87,748aa26b3f548d019017cb29baf00c17841e06f4,2003,,,Alpha connections and an affine embedding of the McKay bivariate gamma 3-manifold,,title screened
s2_kurose,88,2cf63677079fb0eb7d7a4386f3dc5e7bb17690f0,2003,,,An affine embedding of the gamma manifold,,title screened
s2_kurose,89,dafa386069841d7a2b0804502b261312a8e7a090,2002,10.1007/978-1-4613-0247-6,,Advances in mechanics and mathematics,,title screened
