# source_k6_atoms=51 rank_five_labeled=2012 distinct_triangle_count_vectors=1782
6,6,6,6,0,2,6,5,6,2,6,3,6,2,4,6,2,3,2,4,6,0,0,0,0,0,17,19,20,20,20,20,24,24,27,27,27,27,30,30,32,37,39,39,40,40,43,46,46,49,49,50,50,50,50,50
6,6,6,6,0,2,6,5,6,2,5,3,6,2,3,6,2,5,2,5,6,0,0,0,0,0,17,19,20,20,20,20,24,24,29,29,29,29,29,29,33,39,39,39,40,40,47,48,48,49,49,50,50,50,50,50
6,6,6,6,0,2,6,5,6,2,4,3,6,2,4,6,2,4,2,4,6,0,0,0,0,0,17,19,20,20,20,20,27,27,27,27,27,27,27,27,35,39,40,40,42,43,43,43,43,49,49,50,50,50,50,50
6,6,6,6,0,2,6,5,6,2,4,3,6,2,4,6,2,4,2,6,6,0,0,0,0,0,17,19,20,20,20,20,27,27,27,27,27,27,30,30,35,39,40,40,42,43,46,46,46,49,49,50,50,50,50,50
4,4,2,2,6,2,4,2,3,6,2,2,4,6,2,6,0,6,2,5,2,0,0,0,0,0,18,18,18,18,18,18,19,19,20,20,20,20,20,20,20,20,22,23,24,24,25,26,27,27,35,41,46,46,46,49
4,4,2,2,6,4,4,2,3,6,4,2,4,6,4,6,0,2,2,3,6,0,0,0,0,0,18,18,18,18,18,18,20,20,22,22,24,24,24,24,25,27,27,32,35,35,41,41,41,41,46,46,46,46,46,46
4,4,2,2,6,6,4,2,3,6,2,2,4,6,2,6,0,6,2,4,2,0,0,0,0,0,18,18,18,18,18,20,20,20,20,20,20,22,22,24,24,25,25,27,27,27,27,27,30,30,35,41,46,46,46,46
4,4,2,2,6,2,4,2,3,6,6,2,4,6,2,6,0,6,2,5,2,0,0,0,0,0,18,18,18,18,19,19,20,20,20,20,20,20,22,24,24,25,26,27,27,27,27,30,30,35,39,41,46,46,46,49
4,4,2,2,6,4,4,2,3,6,5,2,4,6,6,6,0,2,2,6,6,0,0,0,0,0,18,18,18,18,19,20,20,20,22,24,24,25,27,27,27,30,30,35,39,41,42,43,45,46,46,46,46,46,49,50
4,4,2,2,6,6,4,2,3,6,5,2,4,6,4,6,0,2,2,5,6,0,0,0,0,0,18,18,18,18,19,20,20,20,22,24,24,25,27,27,29,29,29,35,38,41,42,42,43,45,46,46,46,46,49,50
6,4,2,2,6,4,4,2,2,6,6,2,5,6,6,6,0,2,2,2,6,0,0,0,0,0,18,18,18,18,20,20,20,20,20,20,20,20,20,20,20,26,26,29,29,29,43,43,46,46,46,46,46,50,50,50
4,4,2,2,6,2,4,2,3,6,2,2,4,6,6,6,0,6,2,6,2,0,0,0,0,0,18,18,18,18,20,20,20,20,20,20,20,20,22,24,24,24,25,27,27,27,27,30,30,35,41,46,46,46,46,50
6,4,2,2,6,2,4,2,2,6,4,2,5,6,4,6,0,6,2,4,2,0,0,0,0,0,18,18,18,18,20,20,20,20,20,20,20,20,25,25,26,26,27,27,27,27,27,29,29,41,42,43,46,46,46,50
6,4,2,2,6,4,4,2,2,6,6,2,5,6,4,6,0,2,2,4,6,0,0,0,0,0,18,18,18,18,20,20,20,20,20,20,20,25,26,26,27,27,27,29,29,41,42,43,43,46,46,46,46,46,50,50
4,4,2,2,6,4,4,2,3,6,4,2,4,6,4,6,0,6,2,5,2,0,0,0,0,0,18,18,18,19,20,20,22,24,24,25,26,27,27,27,27,27,27,27,27,35,36,41,41,41,41,42,46,46,46,49
6,4,2,2,6,2,4,2,2,6,4,2,5,6,2,6,0,6,2,6,2,0,0,0,0,0,18,18,18,20,20,20,20,20,20,20,20,20,20,20,20,25,26,26,27,27,27,27,29,29,29,43,46,46,50,50
6,4,2,2,6,4,4,2,2,6,6,2,5,6,2,6,0,6,2,4,2,0,0,0,0,0,18,18,18,20,20,20,20,20,20,20,20,25,25,26,26,26,27,27,27,27,29,29,30,30,43,46,46,46,46,50
