x,X1,X2,X3,X4,X5,X6,X7,X8,Z
0.0,1.4968048788441004,0.5559888909441038,0.5563029124928651,0.5566179316003165,0.5569339526767053,0.5572509801439314,0.5575690184352471,0.9119968980919398,1.1606441589830698
0.01227184630308513,1.4967738482479,0.556008511470022,0.5563225591546136,0.5566376044441145,0.5569536517479988,0.5572707054873688,0.5575887700946572,0.9120035239060033,1.1606363851969637
0.02454369260617026,1.4966807614786952,0.5560673755046027,0.5563815015954782,0.5566966254298019,0.557012751414727,0.5573298839689632,0.5576480275224773,0.9120234006054124,1.1606130641302592
0.03681553890925539,1.4965256335941353,0.5561654904175116,0.5564797471814835,0.5567950019194128,0.5571112590345739,0.5574285229416811,0.557746798066585,0.912056525961524,1.160574196658142
0.04908738521234052,1.4963084896884862,0.5563028684887887,0.556617308186559,0.5569327461801767,0.5572491868674714,0.5575666346575463,0.5578850939704735,0.9121028962589278,1.1605197842404193
0.06135923151542565,1.4960293648899097,0.5564795269047508,0.5567942017883667,0.5571098753802783,0.5574265520712868,0.5577442362632523,0.5580629323687879,0.9121625062939409,1.160449828923259
0.07363107781851078,1.4956883043566485,0.5566954877522369,0.5570104500624512,0.5573264115829074,0.5576433766957716,0.5579613497940096,0.5582803352810728,0.9122353493725033,1.1603643333416307
0.0859029241215959,1.4952853632721168,0.5569507780111959,0.5572660799747019,0.5575823817385921,0.5578996876747673,0.5582180021656195,0.5585373296037108,0.9123214173074721,1.1602633007224386
0.09817477042468103,1.4948206068388943,0.5572454295456047,0.5575611233721166,0.5578778176758081,0.5581955168166542,0.5585142251647628,0.5588339471000476,0.9124207004153234,1.1601467348883552
0.11044661672776616,1.4942941102716187,0.5575794790926979,0.5578956169718485,0.5582127560898408,0.5585309007930269,0.5588500554374856,0.5591702243886864,0.9125331875122601,1.1600146402623432
0.1227184630308513,1.493705958788771,0.5579529682504968,0.5582696023485246,0.5585872385298886,0.5589058811255813,0.5592255344758642,0.5595462029299277,0.9126588659097301,1.1598670218728775
0.1349903093339364,1.4930562476033502,0.5583659434636135,0.5586831259198128,0.5590013113843875,0.5593205041711893,0.5596407086028334,0.5599619290103458,0.9127977214093614,1.1597038853598576
0.14726215563702155,1.492345081912427,0.5588184560073126,0.5591362389302108,0.5594550258645286,0.5597748211051461,0.5600956289551486,0.5604174537254653,0.9129497382973165,1.1595252369812121
0.1595340019401067,1.4915725768855774,0.5593105619697999,0.5596289974330408,0.5599484379859502,0.5602688879025502,0.56059035146446,0.5609128329605217,0.913114899338074,1.1593310836201929
0.1718058482431918,1.490738857652181,0.5598423222327158,0.5601614622706153,0.5604816085485708,0.5608027653178042,0.5611249368364681,0.5614481273692689,0.9132931857676398,1.1591214327933643
0.18407769454627693,1.4898440592875752,0.5604138024497992,0.5607336990525413,0.5610546031145348,0.5613765188621889,0.5616994505281301,0.5620234023508096,0.9134845772862016,1.1588962926592734
0.19634954084936207,1.4888883267980688,0.561025073023691,0.5613457781321416,0.5616674919842369,0.5619902187794945,0.562313962722881,0.5626387280244074,0.9136890520502207,1.1586556720278098
