source_index	target_index	relation
375	20111	equal
376	20140	equal
376	20142	strict
376	20237	strict
376	20239	strict
376	21599	strict
376	21600	strict
376	21601	strict
376	21602	strict
377	20141	equal
377	21602	strict
378	20186	equal
379	20187	equal
380	20220	equal
380	20257	strict
380	20259	strict
380	21499	strict
380	21500	strict
380	21706	strict
380	21707	strict
380	21708	strict
380	21709	strict
381	20225	equal
382	20237	equal
382	20239	strict
382	21599	strict
382	21600	strict
382	21601	strict
382	21602	strict
383	20238	equal
383	21602	strict
384	20257	equal
384	20259	strict
384	21706	strict
384	21707	strict
384	21708	strict
384	21709	strict
385	20258	equal
385	21709	strict
386	20272	equal
386	20338	strict
386	34750	strict
386	34764	strict
386	73024	strict
386	73032	strict
386	73096	strict
386	73142	strict
387	20273	equal
387	20341	strict
387	34751	strict
387	34767	strict
387	164505	strict
387	164513	strict
387	184034	strict
387	184080	strict
388	20284	equal
388	73142	strict
389	20285	equal
389	184080	strict
390	20360	equal
390	20394	strict
390	41024	strict
390	41036	strict
390	98855	strict
390	98865	strict
390	105437	strict
390	105465	strict
391	20366	equal
391	105465	strict
392	20436	equal
392	178846	strict
393	20437	equal
394	20440	equal
394	28625	strict
394	178825	strict
394	178842	strict
394	178843	strict
394	178846	strict
395	20441	equal
395	178846	strict
396	20444	equal
396	28627	strict
396	178894	strict
396	178911	strict
396	178912	strict
396	178915	strict
397	20445	equal
397	178915	strict
398	20450	equal
398	46708	strict
399	20451	equal
400	20454	equal
400	28630	strict
400	45375	strict
400	46704	strict
400	46706	strict
400	46708	strict
401	20455	equal
401	46708	strict
402	20458	equal
402	28633	strict
402	45383	strict
402	46736	strict
402	46738	strict
402	46740	strict
403	20459	equal
403	46740	strict
404	20934	equal
404	20936	strict
404	20938	strict
404	20942	strict
405	20935	equal
405	20942	strict
406	20937	equal
406	20942	strict
407	20939	equal
407	20940	strict
407	20941	strict
407	20942	strict
408	20949	equal
408	20951	strict
408	20963	strict
408	20965	strict
408	20967	strict
408	20971	strict
409	20950	equal
409	20971	strict
410	20959	equal
410	20971	strict
411	20960	equal
411	20961	strict
411	20968	strict
411	20969	strict
411	20970	strict
411	20971	strict
412	20963	equal
412	20965	strict
412	20967	strict
412	20971	strict
413	20964	equal
413	20971	strict
414	20966	equal
414	20971	strict
415	20968	equal
415	20969	strict
415	20970	strict
415	20971	strict
416	20996	equal
416	20998	strict
416	21074	strict
416	21076	strict
416	21078	strict
416	21082	strict
417	20997	equal
417	21082	strict
418	20999	equal
419	21000	equal
420	21026	equal
420	21082	strict
421	21027	equal
421	21028	strict
421	21079	strict
421	21080	strict
421	21081	strict
421	21082	strict
422	21029	equal
423	21030	equal
424	21063	equal
424	21065	strict
424	21067	strict
424	21071	strict
425	21064	equal
425	21071	strict
426	21066	equal
426	21071	strict
427	21068	equal
427	21069	strict
427	21070	strict
427	21071	strict
428	21074	equal
428	21076	strict
428	21078	strict
428	21082	strict
429	21075	equal
429	21082	strict
430	21077	equal
