source_index	target_index	relation
0	5321	equal
0	5323	strict
0	5324	strict
0	5327	strict
0	5331	strict
0	5332	strict
0	5334	strict
0	5335	strict
0	5336	strict
0	5339	strict
0	5341	strict
0	5379	strict
0	5380	strict
0	5389	strict
0	5391	strict
0	5413	strict
0	5415	strict
0	5419	strict
0	5431	strict
0	5434	strict
0	5436	strict
0	5439	strict
0	5448	strict
0	5454	strict
0	5455	strict
0	6701	strict
0	8529	strict
0	8535	strict
0	8541	strict
0	8550	strict
0	8551	strict
0	10598	strict
0	20575	strict
0	20589	strict
0	20592	strict
0	20601	strict
0	20602	strict
0	20681	strict
0	20741	strict
0	20743	strict
0	20744	strict
0	20745	strict
0	20883	strict
0	21092	strict
0	23752	strict
0	24715	strict
0	32408	strict
0	32474	strict
0	32663	strict
0	32670	strict
0	32814	strict
0	32837	strict
0	32843	strict
0	32845	strict
0	33068	strict
0	33167	strict
0	33168	strict
0	33171	strict
0	43047	strict
0	69108	strict
0	69665	strict
0	69668	strict
0	69679	strict
0	69681	strict
0	69704	strict
0	69705	strict
0	69723	strict
0	69734	strict
0	79294	strict
0	79405	strict
0	79407	strict
0	79471	strict
0	79472	strict
0	79473	strict
0	79475	strict
0	79479	strict
0	79648	strict
0	84390	strict
0	84402	strict
0	84404	strict
0	84405	strict
0	84456	strict
0	87927	strict
0	100105	strict
0	110193	strict
0	125979	strict
0	126200	strict
0	126203	strict
0	126206	strict
0	126443	strict
0	126445	strict
0	126446	strict
0	126452	strict
0	126454	strict
0	126457	strict
0	126463	strict
0	127052	strict
0	187270	strict
0	187281	strict
0	187336	strict
0	187337	strict
0	187344	strict
0	191366	strict
0	193410	strict
0	193412	strict
0	195966	strict
0	196060	strict
0	196066	strict
0	196067	strict
0	196070	strict
1	5322	equal
1	5325	strict
1	5326	strict
1	5327	strict
1	5330	strict
1	5333	strict
1	5334	strict
1	5337	strict
1	5338	strict
1	5339	strict
1	5342	strict
1	5377	strict
1	5387	strict
1	5389	strict
1	5410	strict
1	5415	strict
1	5417	strict
1	5421	strict
1	5432	strict
1	5433	strict
1	5447	strict
1	5450	strict
1	5453	strict
1	5456	strict
1	5457	strict
1	6705	strict
1	8530	strict
1	8536	strict
1	8542	strict
1	8555	strict
1	8556	strict
1	10599	strict
1	20592	strict
1	20679	strict
1	20681	strict
1	20737	strict
1	20738	strict
1	20739	strict
1	20741	strict
1	20745	strict
1	20881	strict
1	23751	strict
1	32409	strict
1	32475	strict
1	32664	strict
1	32672	strict
1	32816	strict
1	32838	strict
1	32844	strict
1	32846	strict
1	33069	strict
1	33169	strict
1	33170	strict
1	33172	strict
1	43048	strict
1	69119	strict
1	69666	strict
1	69670	strict
1	69675	strict
1	69730	strict
1	69732	strict
1	69759	strict
1	69760	strict
1	69778	strict
1	79270	strict
1	79291	strict
1	79294	strict
1	79303	strict
1	79304	strict
1	79407	strict
1	79475	strict
1	79477	strict
1	79478	strict
1	79479	strict
1	79650	strict
1	79858	strict
1	84391	strict
1	84403	strict
1	84406	strict
1	84407	strict
1	84459	strict
1	87928	strict
1	88926	strict
1	100106	strict
1	110194	strict
1	125984	strict
1	126201	strict
1	126207	strict
1	126211	strict
1	126444	strict
1	126447	strict
1	126448	strict
1	126464	strict
1	126466	strict
1	126472	strict
1	126478	strict
1	127053	strict
1	187271	strict
1	187284	strict
1	187285	strict
1	187292	strict
1	187327	strict
1	191367	strict
1	193413	strict
1	193415	strict
1	193983	strict
1	194077	strict
1	194083	strict
1	194084	strict
1	194087	strict
2	5344	equal
2	5345	strict
2	5346	strict
2	5347	strict
2	5348	strict
2	5353	strict
2	5369	strict
2	5370	strict
2	5371	strict
2	5374	strict
2	5376	strict
2	5380	strict
2	5383	strict
2	5396	strict
2	5399	strict
2	5400	strict
2	5413	strict
2	5414	strict
2	5415	strict
2	5427	strict
2	5434	strict
2	5439	strict
2	5441	strict
2	5458	strict
2	5459	strict
2	6730	strict
2	8531	strict
2	8537	strict
2	8543	strict
2	8560	strict
2	8561	strict
2	10600	strict
2	20576	strict
2	20597	strict
2	20598	strict
2	20603	strict
2	20604	strict
2	20688	strict
2	20762	strict
2	20764	strict
2	20765	strict
2	20766	strict
2	20890	strict
2	21119	strict
2	23759	strict
2	24716	strict
2	32410	strict
2	32476	strict
2	32665	strict
2	32674	strict
2	32818	strict
2	32839	strict
2	32847	strict
2	32848	strict
2	33074	strict
2	33173	strict
2	33174	strict
2	33175	strict
2	42340	strict
2	42478	strict
2	42480	strict
2	43068	strict
2	47767	strict
2	47768	strict
2	47775	strict
2	49049	strict
2	49147	strict
2	49153	strict
2	49154	strict
2	49157	strict
2	66634	strict
2	79295	strict
2	79402	strict
2	79405	strict
2	79407	strict
2	79462	strict
2	79463	strict
2	79464	strict
2	79471	strict
2	79473	strict
2	79475	strict
2	79479	strict
2	79645	strict
2	87923	strict
2	107492	strict
2	110198	strict
2	117747	strict
2	117881	strict
2	117883	strict
2	117884	strict
2	117955	strict
2	125978	strict
2	126203	strict
2	126206	strict
2	126452	strict
2	126453	strict
2	126454	strict
2	126457	strict
2	126463	strict
2	127055	strict
2	146994	strict
2	147134	strict
2	147137	strict
2	159614	strict
2	160092	strict
2	160094	strict
2	160117	strict
2	160118	strict
2	160136	strict
2	191450	strict
3	5349	equal
3	5350	strict
3	5351	strict
3	5352	strict
3	5353	strict
3	5354	strict
3	5372	strict
3	5373	strict
3	5374	strict
3	5375	strict
3	5376	strict
3	5381	strict
3	5397	strict
3	5399	strict
3	5401	strict
3	5416	strict
3	5428	strict
3	5429	strict
3	5430	strict
3	5437	strict
3	5439	strict
3	5444	strict
3	5445	strict
3	5460	strict
3	5461	strict
3	6738	strict
3	8532	strict
3	8538	strict
3	8544	strict
3	8565	strict
3	8566	strict
3	10601	strict
3	20598	strict
3	20686	strict
3	20688	strict
3	20758	strict
3	20759	strict
3	20760	strict
3	20762	strict
3	20766	strict
3	20888	strict
3	23758	strict
3	32411	strict
3	32477	strict
3	32666	strict
3	32676	strict
3	32820	strict
3	32840	strict
3	32849	strict
3	32850	strict
3	33077	strict
3	33176	strict
3	33177	strict
3	33178	strict
3	42341	strict
3	42481	strict
3	42483	strict
3	43071	strict
3	43072	strict
3	43671	strict
3	44580	strict
3	44677	strict
3	44683	strict
3	44684	strict
3	44687	strict
3	47402	strict
3	66635	strict
3	79301	strict
3	79403	strict
3	79411	strict
3	79413	strict
3	79465	strict
3	79466	strict
3	79467	strict
3	79489	strict
3	79491	strict
3	79493	strict
3	79497	strict
3	79646	strict
3	87924	strict
3	107493	strict
3	108039	strict
3	110199	strict
3	117748	strict
3	117882	strict
3	117885	strict
3	117886	strict
3	117958	strict
3	121352	strict
3	125975	strict
3	125978	strict
3	125987	strict
3	125988	strict
3	126206	strict
3	126457	strict
3	126461	strict
3	126462	strict
3	126463	strict
3	127058	strict
3	127279	strict
3	146995	strict
3	147135	strict
3	147139	strict
3	159360	strict
3	183944	strict
3	183946	strict
3	186731	strict
3	191475	strict
3	191476	strict
3	191494	strict
4	5358	equal
4	5359	strict
4	5360	strict
4	5361	strict
4	5362	strict
4	5368	strict
4	5384	strict
4	5387	strict
4	5388	strict
4	5389	strict
4	5395	strict
4	5402	strict
4	5403	strict
4	5404	strict
4	5408	strict
4	5409	strict
4	5417	strict
4	5418	strict
4	5424	strict
4	5430	strict
4	5440	strict
4	5447	strict
4	5453	strict
4	5462	strict
4	5463	strict
4	6750	strict
4	8533	strict
4	8539	strict
4	8545	strict
4	8570	strict
4	8571	strict
4	10602	strict
4	20593	strict
4	20677	strict
4	20679	strict
4	20681	strict
4	20731	strict
4	20732	strict
4	20733	strict
4	20737	strict
4	20739	strict
4	20741	strict
4	20745	strict
4	20879	strict
4	23748	strict
4	32412	strict
4	32478	strict
4	32667	strict
4	32678	strict
4	32822	strict
4	32841	strict
4	32851	strict
4	32852	strict
4	33080	strict
4	33179	strict
4	33180	strict
4	33181	strict
4	33264	strict
4	33402	strict
4	33404	strict
4	33765	strict
4	34969	strict
4	35166	strict
4	35300	strict
4	35302	strict
4	35303	strict
4	35374	strict
4	36104	strict
4	36244	strict
4	36247	strict
4	43056	strict
4	73293	strict
4	73754	strict
4	73756	strict
4	73803	strict
4	73804	strict
4	73822	strict
4	79271	strict
4	79299	strict
4	79300	strict
4	79305	strict
4	79306	strict
4	79413	strict
4	79493	strict
4	79495	strict
4	79496	strict
4	79497	strict
4	79656	strict
4	79885	strict
4	87934	strict
4	88927	strict
4	110203	strict
4	125983	strict
4	126207	strict
4	126211	strict
4	126464	strict
4	126465	strict
4	126466	strict
4	126472	strict
4	126478	strict
4	127059	strict
4	150300	strict
4	150301	strict
4	150308	strict
4	151573	strict
4	151671	strict
4	151677	strict
4	151678	strict
4	151681	strict
4	191604	strict
5	5363	equal
5	5364	strict
5	5365	strict
5	5366	strict
5	5367	strict
5	5368	strict
5	5390	strict
5	5392	strict
5	5397	strict
5	5398	strict
5	5399	strict
5	5405	strict
5	5406	strict
5	5407	strict
5	5408	strict
5	5409	strict
5	5422	strict
5	5428	strict
5	5430	strict
5	5444	strict
5	5446	strict
5	5451	strict
5	5453	strict
5	5464	strict
5	5465	strict
5	6758	strict
5	8534	strict
5	8540	strict
5	8546	strict
5	8575	strict
5	8576	strict
5	10603	strict
5	20599	strict
5	20682	strict
5	20686	strict
5	20688	strict
5	20746	strict
5	20747	strict
5	20748	strict
5	20758	strict
5	20760	strict
5	20762	strict
5	20766	strict
5	20884	strict
5	23753	strict
5	32413	strict
5	32479	strict
5	32668	strict
5	32680	strict
5	32824	strict
5	32842	strict
5	32853	strict
5	32854	strict
5	33083	strict
5	33182	strict
