time,amplitude,minimum_concentration
0.0,0.16880529307464984,0.7588495813219287
23.333333333333332,0.16881952344623055,0.7721001171353865
46.666666666666664,0.16891600562858594,0.7731640065889951
70.0,0.16901403628955386,0.7731742716476382
93.33333333333333,0.1691119898620678,0.7730663135992853
116.66666666666666,0.1692096840595522,0.7729453531002155
140.0,0.16930709849613587,0.772823250168778
163.33333333333331,0.1694042310519067,0.7727013412986207
186.66666666666666,0.16950108167153455,0.7725797768224484
210.0,0.1695976505364378,0.7724585733606557
233.33333333333331,0.16969393785844644,0.7723377324857537
256.66666666666663,0.16978994385663787,0.7722172540519194
280.0,0.1698856687546226,0.7720971377175381
303.3333333333333,0.16998111278166309,0.7719773831167679
326.66666666666663,0.17007627616812945,0.7718579898846286
350.0,0.17017115915263978,0.7717389576367546
373.3333333333333,0.17026576197117108,0.7716202859976741
396.66666666666663,0.17036008487076748,0.7715019745739888
420.0,0.1704541280979536,0.7713840229762795
443.3333333333333,0.17054789190466552,0.7712664308083242
466.66666666666663,0.17064137656932424,0.7711491976430441
490.0,0.17073458233323904,0.7710323230962578
513.3333333333333,0.1708275094494108,0.7709158067702993
536.6666666666666,0.17092015819570075,0.7707996482387307
560.0,0.17101252886488336,0.770683847057853
583.3333333333333,0.1711046217018271,0.7705684028394152
606.6666666666666,0.17119643697112713,0.7704533151723342
630.0,0.17128797501165346,0.7703385835588852
653.3333333333333,0.17137923607960426,0.7702242075977795
676.6666666666666,0.17147022044860136,0.7701101868674047
700.0,0.17156092841719106,0.7699965209170636
723.3333333333333,0.17165136031617514,0.7698832092584181
746.6666666666666,0.1717415164293289,0.769770251458009
770.0,0.17183139706332087,0.7696576470556604
793.3333333333333,0.17192100251178816,0.7695453956079822
816.6666666666666,0.17201033309612282,0.7694334966369811
840.0,0.17209938913590037,0.7693219496673208
863.3333333333333,0.17218817095217295,0.7692107542221691
886.6666666666666,0.17227667886985082,0.769099909820201
910.0,0.17236491321770198,0.7689894159755971
933.3333333333333,0.17245287432835266,0.7688792721980428
956.6666666666666,0.17254056253828687,0.7687694779927311
980.0,0.17262797818784664,0.7686600328603588
1003.3333333333333,0.17271512159185626,0.7685509363346739
1026.6666666666665,0.17280199309577518,0.7684421879107058
1050.0,0.17288859306222987,0.7683337870619822
1073.3333333333333,0.17297492184366448,0.7682257332754802
1096.6666666666665,0.17306097979617263,0.7681180260339477
1120.0,0.17314676727949718,0.7680106648159077
1143.3333333333333,0.1732322846570305,0.7679036490956537
1166.6666666666665,0.17331753229581426,0.7677969783432517
1190.0,0.1734025105665396,0.7676906520245412
1213.3333333333333,0.17348721981726442,0.7675846696345969
1236.6666666666665,0.17357166039726432,0.7674790306673626
1260.0,0.17365583271391502,0.7673737345432258
1283.3333333333333,0.17373973714783178,0.7672687807170652
1306.6666666666665,0.1738233740829827,0.7671641686399101
1330.0,0.17390674390668834,0.7670598977589392
1353.3333333333333,0.17398984700962175,0.7669559675174825
1376.6666666666665,0.1740726837858087,0.7668523773550199
1400.0,0.17415525463262752,0.7667491267071814
1423.3333333333333,0.17423755993936305,0.7666462150202352
1446.6666666666665,0.17431960006073643,0.7665436417845911
1470.0,0.1744013754379192,0.7664414063816307
1493.3333333333333,0.17448288647728782,0.7663395082371693
1516.6666666666665,0.17456413358828735,0.766237946773534
1540.0,0.17464511718343112,0.7661367214095598
1563.3333333333333,0.17472583767830094,0.7660358315605933
1586.6666666666665,0.17480629549154705,0.7659352766384896
1610.0,0.17488649104488802,0.7658350560516155
1633.3333333333333,0.17496642476311086,0.7657351692048469
1656.6666666666665,0.17504609702744944,0.7656356155582266
1680.0,0.17512550829309356,0.7655363944791211
1703.3333333333333,0.17520465899012647,0.7654375053668541
1726.6666666666665,0.17528354955034617,0.7653389476189622
1750.0,0.17536218040804877,0.765240720630211
1773.3333333333333,0.1754405520000018,0.7651428237926263
1796.6666666666665,0.1755186647654177,0.7650452564955285
1820.0,0.17559651914592705,0.7649480181255655
1843.3333333333333,0.17567411558555224,0.7648511080667478
1866.6666666666665,0.1757514545341705,0.764754525695846
1890.0,0.17582853643991248,0.7646582703924835
1913.3333333333333,0.17590536175335802,0.7645623415335638
1936.6666666666665,0.17598193092831113,0.7644667384922381
1960.0,0.1760582444208854,0.7643714606391191
1983.3333333333333,0.17613430268947988,0.7642765073423116
2006.6666666666665,0.17621010619475455,0.764181877967441
2030.0,0.17628565539960636,0.7640875718776862
2053.333333333333,0.17636095076914463,0.7639935884338078
2076.6666666666665,0.17643599276941568,0.7638999269956703
2100.0,0.17651078186441183,0.763806586925805
2123.333333333333,0.17658531852910617,0.763713567573887
2146.6666666666665,0.176659603236521,0.7636208682921389
2170.0,0.17673363646169332,0.7635284884306088
2193.333333333333,0.17680741868164693,0.7634364273372046
2216.6666666666665,0.17688095037536486,0.7633446843577293
2240.0,0.17695423202376118,0.7632532588359149
2263.333333333333,0.17702726410965328,0.7631621501134586
2286.6666666666665,0.17710004711773397,0.7630713575300552
2310.0,0.17717258153630255,0.7629808804209963
2333.333333333333,0.1772448678539522,0.7628907181217564
2356.6666666666665,0.1773169065603026,0.7628008699669718
2380.0,0.17738869814756097,0.7627113352882766
2403.333333333333,0.17746024310970177,0.7626221134154324
2426.6666666666665,0.17753154194244025,0.7625332036763632
2450.0,0.17760259514320623,0.7624446053971874
2473.333333333333,0.1776734032111173,0.7623563179022494
2496.6666666666665,0.1777439666469528,0.7622683405141547
2520.0,0.17781428595339624,0.7621806725534401
2543.333333333333,0.17788436163806504,0.7620933133345406
2566.6666666666665,0.17795419420447564,0.7620062621778173
2590.0,0.1780237841601611,0.7619195183987442
2613.333333333333,0.178093132014225,0.7618330813111633
2636.6666666666665,0.1781622382773168,0.7617469502273154
2660.0,0.17823110346160775,0.7616611244578687
2683.333333333333,0.17829972808076594,0.7615756033119504
2706.6666666666665,0.1783681126499323,0.7614903860971757
2730.0,0.17843625768569557,0.7614054721196786
2753.333333333333,0.1785041637065654,0.7613208606833773
2776.6666666666665,0.1785718312322382,0.7612365510910959
2800.0,0.17863926078322592,0.7611525426451251
2823.333333333333,0.17870645288176706,0.7610688346458168
2846.6666666666665,0.17877340805143702,0.7609854263921744
2870.0,0.17884012681712363,0.7609023171818826
2893.333333333333,0.17890660970500363,0.7608195063113365
2916.6666666666665,0.17897285724251832,0.7607369930756724
2940.0,0.17903886995834978,0.7606547767687941
2963.333333333333,0.1791046483823968,0.7605728566834044
2986.6666666666665,0.17917019304579693,0.7604912321107128
3010.0,0.1792355044807868,0.7604099023412731
3033.333333333333,0.17930058322077455,0.7603288666643389
3056.6666666666665,0.1793654298002911,0.7602481243680652
3080.0,0.1794300447549646,0.7601676747395499
3103.333333333333,0.17949442862149664,0.7600875170648603
3126.6666666666665,0.17955858193763832,0.760007650629064
3150.0,0.17962250524216608,0.759928074716257
3173.333333333333,0.17968619907485797,0.7598487886095933
3196.6666666666665,0.1797496639778839,0.7597697915893831
3220.0,0.17981290049434692,0.7596910829350807
3243.333333333333,0.17987590916521237,0.7596126619294741
3266.6666666666665,0.17993869053417832,0.7595345278520307
3290.0,0.18000124514583576,0.7594566799814069
