# orbit_index,c01,c02,c03,c04,c12,c13,c14,c23,c24,c34
9,1,6,1,1,3,6,6,1,1,6
9,1,6,1,3,1,6,6,1,1,6
9,1,6,1,6,1,6,1,1,6,3
9,1,6,1,6,1,6,1,3,6,1
9,1,6,1,6,1,6,3,1,6,1
9,1,6,1,6,3,6,1,1,6,1
9,1,6,3,1,1,6,6,1,1,6
9,1,6,3,6,1,6,1,1,6,1
9,1,6,6,1,1,1,6,6,1,3
9,1,6,6,1,1,1,6,6,3,1
9,1,6,6,1,1,3,6,6,1,1
9,1,6,6,1,3,1,6,6,1,1
9,1,6,6,3,1,1,6,6,1,1
9,3,1,1,6,6,6,1,6,1,1
9,3,1,6,1,6,1,6,1,6,1
9,3,1,6,6,6,1,1,1,1,6
9,3,6,1,1,1,6,6,1,1,6
9,3,6,1,6,1,6,1,1,6,1
9,3,6,6,1,1,1,6,6,1,1
9,6,1,1,1,1,1,3,6,6,6
9,6,1,1,1,1,3,1,6,6,6
9,6,1,1,1,3,1,1,6,6,6
9,6,1,1,3,1,1,1,6,6,6
9,6,1,1,6,1,1,6,6,1,3
9,6,1,1,6,1,1,6,6,3,1
9,6,1,1,6,1,3,6,6,1,1
9,6,1,1,6,3,1,6,6,1,1
9,6,1,3,1,1,1,1,6,6,6
9,6,1,3,6,1,1,6,6,1,1
9,6,1,6,1,1,6,1,1,6,3
9,6,1,6,1,1,6,1,3,6,1
9,6,1,6,1,1,6,3,1,6,1
9,6,1,6,1,3,6,1,1,6,1
9,6,1,6,3,1,6,1,1,6,1
9,6,3,1,1,1,1,1,6,6,6
9,6,3,1,6,1,1,6,6,1,1
9,6,3,6,1,1,6,1,1,6,1
9,6,6,1,1,6,1,1,1,3,6
9,6,6,1,1,6,1,1,3,1,6
9,6,6,1,1,6,1,3,1,1,6
9,6,6,1,1,6,3,1,1,1,6
9,6,6,1,3,6,1,1,1,1,6
9,6,6,3,1,6,1,1,1,1,6
10,1,1,2,6,6,6,2,6,2,1
10,1,1,6,2,6,2,6,2,6,1
10,1,2,1,6,6,6,2,6,1,2
10,1,2,2,6,6,6,2,6,1,1
10,1,2,6,1,6,2,6,1,6,2
10,1,2,6,2,6,2,6,1,6,1
10,1,2,6,6,6,1,2,2,1,6
10,1,2,6,6,6,2,1,1,2,6
10,1,2,6,6,6,2,2,1,1,6
10,1,6,1,2,2,6,6,2,1,6
10,1,6,2,1,2,6,6,1,2,6
10,1,6,2,2,2,6,6,1,1,6
10,1,6,2,6,1,6,2,2,6,1
10,1,6,2,6,2,6,1,1,6,2
10,1,6,2,6,2,6,2,1,6,1
10,1,6,6,2,1,2,6,6,2,1
10,1,6,6,2,2,1,6,6,1,2
10,1,6,6,2,2,2,6,6,1,1
10,2,1,1,6,6,6,1,6,2,2
10,2,1,2,6,6,6,1,6,2,1
10,2,1,6,1,6,1,6,2,6,2
10,2,1,6,2,6,1,6,2,6,1
10,2,1,6,6,6,1,1,2,2,6
10,2,1,6,6,6,1,2,2,1,6
10,2,1,6,6,6,2,1,1,2,6
10,2,2,1,6,6,6,1,6,1,2
10,2,2,6,1,6,1,6,1,6,2
10,2,6,1,1,1,6,6,2,2,6
10,2,6,1,2,1,6,6,2,1,6
10,2,6,1,6,1,6,1,2,6,2
10,2,6,1,6,1,6,2,2,6,1
10,2,6,1,6,2,6,1,1,6,2
10,2,6,2,1,1,6,6,1,2,6
10,2,6,6,1,1,1,6,6,2,2
10,2,6,6,1,1,2,6,6,2,1
10,2,6,6,1,2,1,6,6,1,2
10,6,1,1,2,2,2,1,6,6,6
10,6,1,2,1,2,1,2,6,6,6
10,6,1,2,2,2,1,1,6,6,6
10,6,1,2,6,1,2,6,6,2,1
10,6,1,2,6,2,1,6,6,1,2
10,6,1,2,6,2,1,6,6,2,1
10,6,1,6,2,1,6,2,2,6,1
10,6,1,6,2,2,6,1,1,6,2
10,6,1,6,2,2,6,1,2,6,1
10,6,2,1,1,1,2,2,6,6,6
10,6,2,1,2,1,2,1,6,6,6
10,6,2,1,6,1,2,6,6,1,2
10,6,2,1,6,1,2,6,6,2,1
10,6,2,1,6,2,1,6,6,1,2
10,6,2,2,1,1,1,2,6,6,6
10,6,2,6,1,1,6,2,1,6,2
10,6,2,6,1,1,6,2,2,6,1
10,6,2,6,1,2,6,1,1,6,2
10,6,6,1,2,6,1,2,2,1,6
10,6,6,1,2,6,2,1,1,2,6
10,6,6,1,2,6,2,1,2,1,6
10,6,6,2,1,6,1,2,1,2,6
10,6,6,2,1,6,1,2,2,1,6
10,6,6,2,1,6,2,1,1,2,6
11,1,1,3,4,6,4,3,6,3,1
11,1,1,3,4,6,6,3,4,3,1
11,1,1,4,3,6,3,4,3,6,1
11,1,1,4,3,6,3,6,3,4,1
11,1,3,1,4,4,6,3,6,1,3
11,1,3,1,4,6,6,3,4,1,3
11,1,3,3,4,4,6,3,6,1,1
11,1,3,3,4,6,4,3,6,1,1
11,1,3,4,1,4,3,6,1,6,3
11,1,3,4,1,6,3,6,1,4,3
11,1,3,4,3,4,3,6,1,6,1
11,1,3,4,3,6,3,4,1,6,1
11,1,3,4,6,4,3,1,1,3,6
11,1,3,4,6,4,3,3,1,1,6
11,1,3,6,4,4,1,3,3,1,6
11,1,3,6,4,4,3,3,1,1,6
11,1,3,6,6,4,1,3,3,1,4
11,1,3,6,6,4,3,1,1,3,4
11,1,4,1,3,3,6,4,3,1,6
11,1,4,1,3,3,6,6,3,1,4
11,1,4,3,1,3,4,6,1,3,6
11,1,4,3,1,3,6,6,1,3,4
11,1,4,3,3,3,4,6,1,1,6
11,1,4,3,3,3,6,4,1,1,6
11,1,4,3,6,3,4,1,1,6,3
11,1,4,3,6,3,4,3,1,6,1
11,1,4,6,3,3,1,4,6,1,3
11,1,4,6,3,3,3,4,6,1,1
11,1,6,3,4,1,4,3,3,6,1
11,1,6,3,4,3,4,3,1,6,1
11,1,6,3,6,1,4,3,3,4,1
11,1,6,3,6,3,4,1,1,4,3
11,1,6,4,3,1,3,4,6,3,1
11,1,6,4,3,3,3,4,6,1,1
11,1,6,6,3,1,3,4,4,3,1
11,1,6,6,3,3,1,4,4,1,3
11,3,1,1,4,4,6,1,6,3,3
11,3,1,1,4,6,4,1,6,3,3
11,3,1,3,4,4,6,1,6,3,1
11,3,1,3,4,6,6,1,4,3,1
11,3,1,4,1,4,1,6,3,6,3
11,3,1,4,1,6,1,4,3,6,3
11,3,1,4,3,4,1,6,3,6,1
11,3,1,4,3,6,1,6,3,4,1
11,3,1,4,6,4,1,1,3,3,6
11,3,1,4,6,4,1,3,3,1,6
11,3,1,6,4,4,1,1,3,3,6
11,3,1,6,4,4,3,1,1,3,6
11,3,1,6,6,4,1,3,3,1,4
11,3,1,6,6,4,3,1,1,3,4
11,3,3,1,4,6,4,1,6,1,3
11,3,3,1,4,6,6,1,4,1,3
11,3,3,4,1,6,1,4,1,6,3
11,3,3,4,1,6,1,6,1,4,3
11,3,4,1,1,1,4,6,3,3,6
11,3,4,1,1,1,6,4,3,3,6
11,3,4,1,3,1,4,6,3,1,6
11,3,4,1,3,1,6,6,3,1,4
11,3,4,1,6,1,4,1,3,6,3
11,3,4,1,6,1,4,3,3,6,1
11,3,4,3,1,1,6,4,1,3,6
11,3,4,3,1,1,6,6,1,3,4
11,3,4,6,1,1,1,4,6,3,3
11,3,4,6,1,1,3,4,6,3,1
11,3,6,1,4,1,4,1,3,6,3
11,3,6,1,4,3,4,1,1,6,3
11,3,6,1,6,1,4,3,3,4,1
11,3,6,1,6,3,4,1,1,4,3
11,3,6,4,1,1,1,4,6,3,3
11,3,6,4,1,3,1,4,6,1,3
11,3,6,6,1,1,3,4,4,3,1
11,3,6,6,1,3,1,4,4,1,3
11,4,1,1,3,3,3,1,6,4,6
11,4,1,1,3,3,3,1,6,6,4
11,4,1,3,1,3,1,3,4,6,6
11,4,1,3,1,3,1,3,6,6,4
11,4,1,3,3,3,1,1,4,6,6
11,4,1,3,3,3,1,1,6,4,6
11,4,1,3,6,3,1,6,4,1,3
11,4,1,3,6,3,1,6,4,3,1
11,4,1,6,3,3,6,1,1,4,3
11,4,1,6,3,3,6,1,3,4,1
11,4,3,1,1,1,3,3,4,6,6
11,4,3,1,1,1,3,3,6,4,6
11,4,3,1,3,1,3,1,4,6,6
11,4,3,1,3,1,3,1,6,6,4
11,4,3,1,6,1,3,6,4,1,3
11,4,3,1,6,1,3,6,4,3,1
11,4,3,3,1,1,1,3,6,4,6
11,4,3,3,1,1,1,3,6,6,4
11,4,3,6,1,1,6,3,1,4,3
11,4,3,6,1,1,6,3,3,4,1
11,4,6,1,3,6,3,1,1,3,4
11,4,6,1,3,6,3,1,3,1,4
11,4,6,3,1,6,1,3,1,3,4
11,4,6,3,1,6,1,3,3,1,4
11,6,1,3,4,1,3,6,4,3,1
11,6,1,3,4,3,1,6,4,3,1
11,6,1,3,6,1,3,4,4,3,1
11,6,1,3,6,3,1,4,4,1,3
11,6,1,4,3,1,6,3,3,4,1
11,6,1,4,3,3,6,1,3,4,1
11,6,1,6,3,1,4,3,3,4,1
11,6,1,6,3,3,4,1,1,4,3
11,6,3,1,4,1,3,6,4,1,3
11,6,3,1,4,3,1,6,4,1,3
11,6,3,1,6,1,3,4,4,3,1
11,6,3,1,6,3,1,4,4,1,3
11,6,3,4,1,1,6,3,1,4,3
11,6,3,4,1,3,6,1,1,4,3
11,6,3,6,1,1,4,3,3,4,1
11,6,3,6,1,3,4,1,1,4,3
11,6,4,1,3,6,1,3,3,1,4
11,6,4,1,3,6,3,1,3,1,4
11,6,4,3,1,6,1,3,1,3,4
11,6,4,3,1,6,3,1,1,3,4
11,6,6,1,3,4,1,3,3,1,4
11,6,6,1,3,4,3,1,1,3,4
11,6,6,3,1,4,1,3,3,1,4
11,6,6,3,1,4,3,1,1,3,4
12,1,1,3,5,6,5,3,5,3,1
12,1,1,5,3,6,3,5,3,5,1
12,1,3,1,5,5,6,3,5,1,3
12,1,3,3,5,5,5,3,6,1,1
12,1,3,5,1,5,3,6,1,5,3
12,1,3,5,3,5,3,5,1,6,1
12,1,3,5,5,5,3,3,1,1,6
12,1,3,5,6,5,3,1,1,3,5
12,1,3,6,5,5,1,3,3,1,5
12,1,5,1,3,3,6,5,3,1,5
12,1,5,3,1,3,5,6,1,3,5
12,1,5,3,3,3,5,5,1,1,6
12,1,5,3,5,3,5,3,1,6,1
12,1,5,3,6,3,5,1,1,5,3
12,1,5,5,3,3,3,5,6,1,1
12,1,5,6,3,3,1,5,5,1,3
12,1,6,3,5,1,5,3,3,5,1
12,1,6,5,3,1,3,5,5,3,1
12,3,1,1,5,5,5,1,6,3,3
12,3,1,3,5,5,6,1,5,3,1
12,3,1,5,1,5,1,5,3,6,3
12,3,1,5,3,5,1,6,3,5,1
12,3,1,5,5,5,1,1,3,3,6
12,3,1,5,6,5,1,3,3,1,5
12,3,1,6,5,5,3,1,1,3,5
12,3,3,1,5,6,5,1,5,1,3
12,3,3,5,1,6,1,5,1,5,3
12,3,5,1,1,1,5,5,3,3,6
12,3,5,1,3,1,5,6,3,1,5
12,3,5,1,5,1,5,1,3,6,3
12,3,5,1,6,1,5,3,3,5,1
12,3,5,3,1,1,6,5,1,3,5
12,3,5,5,1,1,1,5,6,3,3
12,3,5,6,1,1,3,5,5,3,1
12,3,6,1,5,3,5,1,1,5,3
12,3,6,5,1,3,1,5,5,1,3
12,5,1,1,3,3,3,1,6,5,5
12,5,1,3,1,3,1,3,5,6,5
12,5,1,3,3,3,1,1,5,5,6
12,5,1,3,5,3,1,6,5,3,1
12,5,1,3,6,3,1,5,5,1,3
12,5,1,5,3,3,6,1,3,5,1
12,5,1,6,3,3,5,1,1,5,3
12,5,3,1,1,1,3,3,5,5,6
12,5,3,1,3,1,3,1,5,6,5
12,5,3,1,5,1,3,6,5,1,3
12,5,3,1,6,1,3,5,5,3,1
12,5,3,3,1,1,1,3,6,5,5
12,5,3,5,1,1,6,3,1,5,3
12,5,3,6,1,1,5,3,3,5,1
12,5,5,1,3,6,3,1,3,1,5
12,5,5,3,1,6,1,3,1,3,5
12,5,6,1,3,5,3,1,1,3,5
12,5,6,3,1,5,1,3,3,1,5
12,6,1,3,5,1,3,5,5,3,1
12,6,1,5,3,1,5,3,3,5,1
12,6,3,1,5,3,1,5,5,1,3
12,6,3,5,1,3,5,1,1,5,3
12,6,5,1,3,5,1,3,3,1,5
12,6,5,3,1,5,3,1,1,3,5
13,1,1,4,4,6,4,4,4,4,1
13,1,4,1,4,4,6,4,4,1,4
13,1,4,4,1,4,4,6,1,4,4
13,1,4,4,4,4,4,4,1,1,6
13,1,4,4,4,4,4,4,1,6,1
13,1,4,4,4,4,4,4,6,1,1
13,1,4,4,6,4,4,1,1,4,4
13,1,4,6,4,4,1,4,4,1,4
13,1,6,4,4,1,4,4,4,4,1
13,4,1,1,4,4,4,1,6,4,4
13,4,1,4,1,4,1,4,4,6,4
13,4,1,4,4,4,1,1,4,4,6
13,4,1,4,4,4,1,6,4,4,1
13,4,1,4,4,4,6,1,4,4,1
13,4,1,4,6,4,1,4,4,1,4
13,4,1,6,4,4,4,1,1,4,4
13,4,4,1,1,1,4,4,4,4,6
13,4,4,1,4,1,4,1,4,6,4
13,4,4,1,4,1,4,6,4,1,4
13,4,4,1,4,6,4,1,4,1,4
13,4,4,1,6,1,4,4,4,4,1
13,4,4,4,1,1,1,4,6,4,4
13,4,4,4,1,1,6,4,1,4,4
13,4,4,4,1,6,1,4,1,4,4
13,4,4,6,1,1,4,4,4,4,1
13,4,6,1,4,4,4,1,1,4,4
13,4,6,4,1,4,1,4,4,1,4
13,6,1,4,4,1,4,4,4,4,1
13,6,4,1,4,4,1,4,4,1,4
13,6,4,4,1,4,4,1,1,4,4
14,1,2,4,4,4,2,6,5,1,3
14,1,2,4,4,4,6,2,1,5,3
14,1,2,4,5,4,6,3,1,4,2
14,1,2,4,6,4,2,4,5,3,1
14,1,2,5,4,4,3,6,4,1,2
14,1,2,6,4,4,4,2,3,5,1
14,1,3,4,6,5,2,4,4,2,1
14,1,3,6,4,5,4,2,2,4,1
14,1,4,2,4,2,4,6,5,3,1
14,1,4,2,4,6,4,2,1,3,5
14,1,4,2,5,6,4,3,1,2,4
14,1,4,2,6,2,4,4,5,1,3
14,1,4,3,6,2,5,4,4,1,2
14,1,4,4,2,2,6,4,3,5,1
14,1,4,4,2,6,2,4,3,1,5
14,1,4,5,2,6,3,4,2,1,4
14,1,4,6,2,2,4,4,1,5,3
14,1,4,6,3,2,4,5,1,4,2
14,1,5,2,4,3,4,6,4,2,1
14,1,5,4,2,3,6,4,2,4,1
14,1,6,2,4,4,4,2,3,1,5
14,1,6,3,4,4,5,2,2,1,4
14,1,6,4,2,4,2,4,1,3,5
14,1,6,4,3,4,2,5,1,2,4
14,2,1,4,4,4,1,5,6,2,3
14,2,1,4,4,4,5,1,2,6,3
14,2,1,4,5,4,1,4,6,3,2
14,2,1,4,6,4,5,3,2,4,1
14,2,1,5,4,4,4,1,3,6,2
14,2,1,6,4,4,3,5,4,2,1
14,2,3,4,5,6,1,4,4,1,2
14,2,3,5,4,6,4,1,1,4,2
14,2,4,1,4,1,4,5,6,3,2
14,2,4,1,4,5,4,1,2,3,6
14,2,4,1,5,1,4,4,6,2,3
14,2,4,1,6,5,4,3,2,1,4
14,2,4,3,5,1,6,4,4,2,1
14,2,4,4,1,1,5,4,3,6,2
14,2,4,4,1,5,1,4,3,2,6
14,2,4,5,1,1,4,4,2,6,3
14,2,4,5,3,1,4,6,2,4,1
14,2,4,6,1,5,3,4,1,2,4
14,2,5,1,4,4,4,1,3,2,6
14,2,5,3,4,4,6,1,1,2,4
14,2,5,4,1,4,1,4,2,3,6
14,2,5,4,3,4,1,6,2,1,4
14,2,6,1,4,3,4,5,4,1,2
14,2,6,4,1,3,5,4,1,4,2
14,3,1,4,6,5,4,2,2,4,1
14,3,1,6,4,5,2,4,4,2,1
14,3,2,4,5,6,4,1,1,4,2
14,3,2,5,4,6,1,4,4,1,2
14,3,4,1,6,4,5,2,2,1,4
14,3,4,2,5,4,6,1,1,2,4
14,3,4,5,2,4,1,6,2,1,4
14,3,4,6,1,4,2,5,1,2,4
14,3,5,2,4,1,6,4,4,2,1
14,3,5,4,2,1,4,6,2,4,1
14,3,6,1,4,2,5,4,4,1,2
14,3,6,4,1,2,4,5,1,4,2
14,4,1,2,4,2,5,3,4,6,1
14,4,1,2,4,6,1,3,4,2,5
14,4,1,2,5,6,1,2,4,3,4
14,4,1,2,6,2,5,1,4,4,3
14,4,1,3,6,2,4,1,5,4,2
14,4,1,4,2,2,3,5,6,4,1
14,4,1,4,2,6,3,1,2,4,5
14,4,1,5,2,6,2,1,3,4,4
14,4,1,6,2,2,1,5,4,4,3
14,4,1,6,3,2,1,4,4,5,2
14,4,2,1,4,1,6,3,4,5,2
14,4,2,1,4,5,2,3,4,1,6
14,4,2,1,5,1,6,2,4,4,3
14,4,2,1,6,5,2,1,4,3,4
14,4,2,3,5,1,4,2,6,4,1
14,4,2,4,1,1,3,6,5,4,2
14,4,2,4,1,5,3,2,1,4,6
14,4,2,5,1,1,2,6,4,4,3
14,4,2,5,3,1,2,4,4,6,1
14,4,2,6,1,5,1,2,3,4,4
14,4,3,1,6,4,2,1,5,2,4
14,4,3,2,5,4,1,2,6,1,4
14,4,3,5,2,4,2,1,1,6,4
14,4,3,6,1,4,1,2,2,5,4
14,4,4,1,2,3,2,5,6,1,4
14,4,4,1,2,3,6,1,2,5,4
14,4,4,2,1,3,1,6,5,2,4
14,4,4,2,1,3,5,2,1,6,4
14,4,5,1,2,2,6,1,3,4,4
14,4,5,2,1,2,1,6,4,3,4
14,4,5,2,3,2,1,4,4,1,6
14,4,5,3,2,2,4,1,1,4,6
14,4,6,1,2,1,2,5,4,3,4
14,4,6,1,3,1,2,4,4,2,5
14,4,6,2,1,1,5,2,3,4,4
14,4,6,3,1,1,4,2,2,4,5
14,5,1,2,4,3,4,2,4,6,1
14,5,1,4,2,3,2,4,6,4,1
14,5,2,1,4,4,3,2,4,1,6
14,5,2,3,4,4,1,2,6,1,4
14,5,2,4,1,4,2,3,1,4,6
14,5,2,4,3,4,2,1,1,6,4
14,5,3,2,4,1,4,2,6,4,1
14,5,3,4,2,1,2,4,4,6,1
14,5,4,1,2,2,3,4,6,1,4
14,5,4,2,1,2,4,3,1,6,4
14,5,4,2,3,2,4,1,1,4,6
14,5,4,3,2,2,1,4,4,1,6
14,6,1,2,4,4,3,1,4,2,5
14,6,1,3,4,4,2,1,5,2,4
14,6,1,4,2,4,1,3,2,4,5
14,6,1,4,3,4,1,2,2,5,4
14,6,2,1,4,3,4,1,4,5,2
14,6,2,4,1,3,1,4,5,4,2
14,6,3,1,4,2,4,1,5,4,2
14,6,3,4,1,2,1,4,4,5,2
14,6,4,1,2,1,4,3,2,5,4
14,6,4,1,3,1,4,2,2,4,5
14,6,4,2,1,1,3,4,5,2,4
14,6,4,3,1,1,2,4,4,2,5
15,1,2,2,2,4,4,6,6,5,5
15,1,2,2,2,4,6,4,5,6,5
15,1,2,2,2,6,4,4,5,5,6
15,1,4,4,6,2,2,2,6,5,5
15,1,4,6,4,2,2,2,5,6,5
15,1,6,4,4,2,2,2,5,5,6
15,2,1,2,2,4,5,6,6,4,5
15,2,1,2,2,4,6,5,4,6,5
15,2,1,2,2,6,5,5,4,4,6
15,2,2,1,2,5,4,6,6,5,4
15,2,2,1,2,5,6,5,4,6,4
15,2,2,1,2,6,4,5,4,5,6
15,2,2,2,1,5,5,6,6,4,4
15,2,2,2,1,5,6,4,5,6,4
15,2,2,2,1,6,5,4,5,4,6
15,2,4,5,6,1,2,2,6,4,5
15,2,4,6,5,1,2,2,4,6,5
15,2,5,4,6,2,1,2,6,5,4
15,2,5,5,6,2,2,1,6,4,4
15,2,5,6,4,2,2,1,5,6,4
15,2,5,6,5,2,1,2,4,6,4
15,2,6,4,5,2,1,2,4,5,6
15,2,6,5,4,2,2,1,5,4,6
15,2,6,5,5,1,2,2,4,4,6
15,4,1,4,6,2,6,5,2,2,5
15,4,1,6,4,2,5,6,2,2,5
15,4,2,5,6,1,6,4,2,2,5
15,4,2,6,5,1,4,6,2,2,5
15,4,4,1,6,6,2,5,2,5,2
15,4,4,6,1,6,5,2,5,2,2
15,4,5,2,6,6,1,4,2,5,2
15,4,5,6,2,6,4,1,5,2,2
15,4,6,1,4,5,2,6,2,5,2
15,4,6,2,5,4,1,6,2,5,2
15,4,6,4,1,5,6,2,5,2,2
15,4,6,5,2,4,6,1,5,2,2
15,5,2,4,6,2,6,5,1,2,4
15,5,2,5,6,2,6,4,2,1,4
15,5,2,6,4,2,5,6,2,1,4
15,5,2,6,5,2,4,6,1,2,4
15,5,4,2,6,6,2,5,1,4,2
15,5,4,6,2,6,5,2,4,1,2
15,5,5,2,6,6,2,4,2,4,1
15,5,5,6,2,6,4,2,4,2,1
15,5,6,2,4,5,2,6,2,4,1
15,5,6,2,5,4,2,6,1,4,2
15,5,6,4,2,5,6,2,4,2,1
15,5,6,5,2,4,6,2,4,1,2
15,6,1,4,4,2,5,5,2,2,6
15,6,2,4,5,2,4,5,1,2,6
15,6,2,5,4,2,5,4,2,1,6
15,6,2,5,5,1,4,4,2,2,6
15,6,4,1,4,5,2,5,2,6,2
15,6,4,2,5,4,2,5,1,6,2
15,6,4,4,1,5,5,2,6,2,2
15,6,4,5,2,4,5,2,6,1,2
15,6,5,2,4,5,2,4,2,6,1
15,6,5,2,5,4,1,4,2,6,2
15,6,5,4,2,5,4,2,6,2,1
15,6,5,5,2,4,4,1,6,2,2
16,1,2,3,3,4,3,3,6,6,5
16,1,3,2,3,3,4,3,6,5,6
16,1,3,3,2,3,3,4,5,6,6
16,1,3,3,4,3,3,2,5,6,6
16,1,3,4,3,3,2,3,6,5,6
16,1,4,3,3,2,3,3,6,6,5
16,2,1,3,3,4,6,6,3,3,5
16,2,3,1,3,6,4,6,3,5,3
16,2,3,3,1,6,6,4,5,3,3
16,2,4,6,6,1,3,3,3,3,5
16,2,6,4,6,3,1,3,3,5,3
16,2,6,6,4,3,3,1,5,3,3
16,3,1,2,3,3,6,5,4,3,6
16,3,1,3,2,3,5,6,3,4,6
16,3,1,3,4,3,5,6,3,2,6
16,3,1,4,3,3,6,5,2,3,6
16,3,2,1,3,6,3,5,4,6,3
16,3,2,3,1,6,5,3,6,4,3
16,3,3,1,2,5,3,6,3,6,4
16,3,3,1,4,5,3,6,3,6,2
16,3,3,2,1,5,6,3,6,3,4
16,3,3,4,1,5,6,3,6,3,2
16,3,3,5,6,1,3,2,3,4,6
16,3,3,5,6,1,3,4,3,2,6
16,3,3,6,5,1,2,3,4,3,6
16,3,3,6,5,1,4,3,2,3,6
16,3,4,1,3,6,3,5,2,6,3
16,3,4,3,1,6,5,3,6,2,3
16,3,5,3,6,3,1,2,3,6,4
16,3,5,3,6,3,1,4,3,6,2
16,3,5,6,3,3,2,1,6,3,4
16,3,5,6,3,3,4,1,6,3,2
16,3,6,3,5,2,1,3,4,6,3
16,3,6,3,5,4,1,3,2,6,3
16,3,6,5,3,2,3,1,6,4,3
16,3,6,5,3,4,3,1,6,2,3
16,4,1,3,3,2,6,6,3,3,5
16,4,2,6,6,1,3,3,3,3,5
16,4,3,1,3,6,2,6,3,5,3
16,4,3,3,1,6,6,2,5,3,3
16,4,6,2,6,3,1,3,3,5,3
16,4,6,6,2,3,3,1,5,3,3
16,5,3,3,6,3,3,6,1,2,4
16,5,3,3,6,3,3,6,1,4,2
16,5,3,6,3,3,6,3,2,1,4
16,5,3,6,3,3,6,3,4,1,2
16,5,6,3,3,6,3,3,2,4,1
16,5,6,3,3,6,3,3,4,2,1
16,6,2,4,6,3,3,5,1,3,3
16,6,2,6,4,3,5,3,3,1,3
16,6,3,3,5,2,4,6,1,3,3
16,6,3,3,5,4,2,6,1,3,3
16,6,3,5,3,2,6,4,3,1,3
16,6,3,5,3,4,6,2,3,1,3
16,6,4,2,6,3,3,5,1,3,3
16,6,4,6,2,3,5,3,3,1,3
16,6,5,3,3,6,2,4,3,3,1
16,6,5,3,3,6,4,2,3,3,1
16,6,6,2,4,5,3,3,3,3,1
16,6,6,4,2,5,3,3,3,3,1
17,1,2,3,4,5,3,4,4,3,5
17,1,2,4,3,5,4,3,3,4,5
17,1,3,2,4,3,5,4,4,5,3
17,1,3,4,2,3,4,5,5,4,3
17,1,3,4,5,3,4,2,5,4,3
17,1,3,5,4,3,2,4,4,5,3
17,1,4,2,3,4,5,3,3,5,4
17,1,4,3,2,4,3,5,5,3,4
17,1,4,3,5,4,3,2,5,3,4
17,1,4,5,3,4,2,3,3,5,4
17,1,5,3,4,2,3,4,4,3,5
17,1,5,4,3,2,4,3,3,4,5
17,2,1,3,4,5,4,3,3,4,5
17,2,1,4,3,5,3,4,4,3,5
17,2,3,1,4,4,5,3,3,5,4
17,2,3,4,1,4,3,5,5,3,4
17,2,3,4,5,4,3,1,5,4,3
17,2,3,5,4,4,1,3,4,5,3
17,2,4,1,3,3,5,4,4,5,3
17,2,4,3,1,3,4,5,5,4,3
17,2,4,3,5,3,4,1,5,3,4
17,2,4,5,3,3,1,4,3,5,4
17,2,5,3,4,1,4,3,4,3,5
17,2,5,4,3,1,3,4,3,4,5
17,3,1,2,4,3,4,5,5,4,3
17,3,1,4,2,3,5,4,4,5,3
17,3,1,4,5,3,5,4,4,2,3
17,3,1,5,4,3,4,5,2,4,3
17,3,2,1,4,4,3,5,5,3,4
17,3,2,4,1,4,5,3,3,5,4
17,3,2,4,5,4,5,4,3,1,3
17,3,2,5,4,4,4,5,1,3,3
17,3,3,4,5,1,2,4,5,4,3
17,3,3,4,5,1,5,4,2,4,3
17,3,3,5,4,1,4,2,4,5,3
17,3,3,5,4,1,4,5,4,2,3
17,3,4,1,2,5,3,4,4,3,5
17,3,4,1,5,5,3,4,4,3,2
17,3,4,2,1,5,4,3,3,4,5
17,3,4,2,5,5,4,4,3,3,1
17,3,4,3,5,2,1,4,5,3,4
17,3,4,3,5,5,1,4,2,3,4
17,3,4,4,5,2,5,4,1,3,3
17,3,4,4,5,5,2,4,1,3,3
17,3,4,5,1,5,4,3,3,4,2
17,3,4,5,2,5,4,4,3,3,1
17,3,4,5,3,2,4,1,3,5,4
17,3,4,5,3,5,4,1,3,2,4
17,3,4,5,4,2,4,5,3,1,3
17,3,4,5,4,5,4,2,3,1,3
17,3,5,1,4,4,3,5,2,3,4
17,3,5,2,4,4,4,5,1,3,3
17,3,5,3,4,4,1,2,4,3,5
17,3,5,3,4,4,1,5,4,3,2
17,3,5,4,1,4,5,3,3,2,4
17,3,5,4,2,4,5,4,3,1,3
17,3,5,4,3,4,2,1,3,4,5
17,3,5,4,3,4,5,1,3,4,2
17,3,5,4,4,4,2,5,3,3,1
17,3,5,4,4,4,5,2,3,3,1
17,4,1,2,3,4,3,5,5,3,4
17,4,1,3,2,4,5,3,3,5,4
17,4,1,3,5,4,5,3,3,2,4
17,4,1,5,3,4,3,5,2,3,4
17,4,2,1,3,3,4,5,5,4,3
17,4,2,3,1,3,5,4,4,5,3
17,4,2,3,5,3,5,3,4,1,4
17,4,2,5,3,3,3,5,1,4,4
17,4,3,1,2,5,4,3,3,4,5
17,4,3,1,5,5,4,3,3,4,2
17,4,3,2,1,5,3,4,4,3,5
17,4,3,2,5,5,3,3,4,4,1
17,4,3,3,5,2,5,3,1,4,4
17,4,3,3,5,5,2,3,1,4,4
17,4,3,4,5,2,1,3,5,4,3
17,4,3,4,5,5,1,3,2,4,3
17,4,3,5,1,5,3,4,4,3,2
17,4,3,5,2,5,3,3,4,4,1
17,4,3,5,3,2,3,5,4,1,4
17,4,3,5,3,5,3,2,4,1,4
17,4,3,5,4,2,3,1,4,5,3
