# positive_definite_k5_catalog=101272 selected_bases=5000 quadratic_rows=12005000 rank_five_labeled=157083 distinct_triangle_count_vectors=137296
1,3,5,2,6,5,2,6,2,1,4,4,5,3,0,0,0,1,2,6,6,7,7,9,10,10,13,17,22,26,28,29,37,39,45
3,5,3,4,0,5,2,1,5,1,2,3,6,5,4,1,1,1,2,6,6,7,7,9,10,10,13,21,22,26,28,37,38,38,45
4,5,3,5,0,6,2,1,4,1,2,3,6,5,3,1,1,1,2,7,7,7,7,9,10,10,13,21,22,26,28,37,39,39,45
6,5,3,4,0,5,2,1,2,1,2,3,6,5,4,0,1,1,2,5,6,6,7,7,10,10,14,19,22,23,24,26,37,45,48
5,6,4,3,0,5,2,1,3,1,3,2,5,4,5,0,1,1,2,5,6,6,10,10,10,10,14,22,23,23,26,34,36,44,48
6,5,3,1,2,5,3,4,0,1,3,3,5,5,4,0,1,1,2,5,10,10,10,10,10,10,14,23,23,32,34,36,36,44,48
5,3,3,3,1,5,1,1,3,1,5,5,5,5,4,3,3,8,9,9,10,10,10,10,10,10,15,15,15,33,33,38,38,44,44
5,3,3,3,0,5,1,1,3,1,5,5,5,5,5,1,1,1,1,3,3,8,10,10,10,10,15,15,15,33,33,38,38,47,47
6,6,2,3,2,6,1,3,1,1,5,1,3,6,5,4,4,4,4,7,7,7,7,8,10,10,15,20,21,23,34,39,39,39,50
6,6,2,4,2,6,1,3,1,1,5,1,5,6,3,4,4,4,4,7,7,7,7,8,10,10,15,20,22,26,37,39,39,45,50
3,3,5,1,5,5,2,5,1,1,3,2,5,5,3,6,6,6,6,8,10,10,10,10,10,10,15,21,23,23,28,33,38,38,47
3,5,3,1,5,6,2,5,0,1,5,2,3,6,3,0,0,1,1,7,7,8,10,10,10,10,15,21,23,23,28,34,39,39,48
3,5,3,1,3,5,2,5,1,1,2,3,5,5,5,6,6,6,6,8,10,10,10,10,10,10,15,21,23,28,28,33,33,38,47
3,5,3,1,5,3,3,5,0,1,3,5,5,5,3,1,1,1,1,8,10,10,10,10,10,10,15,31,33,33,33,38,38,38,47
5,3,3,3,5,6,1,3,1,1,3,1,5,6,5,4,4,4,4,8,10,10,10,10,10,10,15,31,33,33,34,38,39,39,48
5,5,3,5,3,6,1,3,1,1,5,1,5,6,3,4,4,4,4,8,10,10,10,10,10,10,15,33,34,38,38,39,39,47,48
3,2,5,3,4,6,1,2,6,1,2,5,6,2,1,4,6,6,6,7,7,7,7,7,9,10,17,20,21,24,26,26,37,39,49
3,2,5,3,5,6,1,2,6,1,2,6,6,2,0,0,0,0,1,4,6,7,7,7,7,10,17,20,21,24,28,29,39,39,50
2,4,3,1,5,5,2,6,6,1,3,6,5,1,2,4,6,6,6,7,7,9,9,10,10,10,17,24,26,29,29,30,39,45,49
6,5,2,2,6,6,1,5,2,1,5,3,3,5,1,4,6,6,6,7,7,10,10,10,10,10,17,24,28,29,29,30,39,48,49
2,5,3,1,1,6,2,6,4,1,3,3,5,5,5,3,5,7,7,10,10,10,10,10,10,10,17,26,29,29,33,37,40,45,47
5,5,2,6,2,6,1,3,5,1,3,5,5,3,0,0,1,1,1,4,6,6,10,10,10,10,17,28,28,29,34,39,39,48,48
6,5,2,2,6,6,1,5,3,1,5,3,3,5,0,0,1,1,1,4,6,7,10,10,10,10,17,28,29,29,34,39,40,48,49
5,5,3,2,1,5,2,2,1,1,2,3,6,5,6,3,6,6,7,7,7,10,10,10,10,10,19,19,19,20,23,24,24,47,49
6,6,2,3,0,5,1,2,2,1,3,2,5,6,5,0,0,0,1,3,6,7,7,7,7,10,19,19,23,23,23,24,34,48,49
6,6,2,2,0,6,1,3,2,1,3,2,5,6,6,0,0,0,0,4,7,7,7,7,10,10,19,20,24,24,24,24,34,49,50
6,6,2,5,0,5,1,3,2,1,3,2,5,6,3,0,0,0,1,3,7,7,7,7,10,10,19,21,21,28,33,39,39,39,49
6,5,2,3,1,5,1,5,2,1,4,2,3,6,4,3,6,6,7,7,7,7,7,9,9,10,19,21,25,26,36,37,39,44,48
6,6,2,2,4,6,1,3,4,1,3,4,5,3,1,4,5,7,7,9,9,9,9,10,10,10,19,22,24,24,34,43,43,43,50
5,5,2,2,6,5,1,3,5,1,3,5,5,3,0,0,1,1,1,3,6,6,10,10,10,10,19,23,23,24,33,47,47,48,48
5,5,2,2,6,6,1,3,5,1,3,5,5,3,0,0,1,1,1,4,6,6,10,10,10,10,19,23,23,24,34,48,48,48,48
6,6,2,2,6,6,1,3,5,1,3,5,5,3,0,0,1,1,1,4,7,7,10,10,10,10,19,24,24,24,34,48,49,49,50
6,6,2,3,1,6,1,3,2,1,5,2,3,6,3,4,7,7,7,7,7,7,7,8,8,10,20,21,21,23,34,34,39,39,50
6,6,2,3,0,6,1,3,2,1,5,2,3,6,5,0,0,0,1,4,7,7,7,7,8,10,20,21,23,28,34,39,39,39,50
3,5,3,1,1,5,2,5,5,1,2,3,5,5,5,3,6,6,6,10,10,10,10,10,10,10,21,23,28,28,28,38,38,47,47
3,5,3,1,5,5,2,5,5,1,2,5,5,1,3,3,6,6,6,6,10,10,10,10,10,10,21,23,28,28,38,38,38,47,47
5,4,3,6,2,5,1,3,5,1,3,5,5,3,0,0,1,1,1,3,9,10,10,10,10,10,21,26,28,33,37,39,39,44,47
6,6,2,5,3,5,1,3,5,1,3,5,5,3,0,1,1,1,1,3,7,7,10,10,10,10,21,28,33,39,39,39,39,47,49
6,4,2,4,4,6,1,5,3,1,5,3,3,5,0,1,1,1,2,4,5,7,10,10,10,10,22,26,34,35,37,42,45,46,48
